GRAPHS(reac/Pt or Eta/Analysis/track side/trigger/event plane),reac,NtrkMin,NtrkMax,PtMin,PtMax,EtaMin (p to -eta),EtaMax,EtaRef,EPSide,EPOrder,POI,Analysis,AnalType,MarkerColor,MarkerStyle,MarkerSize,Reference
pPbPtSPPbSide260HFPbPOI,pPb,260,300,0.3,6,1.2,1.6,cm,HFPb,2,POI,SP,Pt,kRed,21,1.4,This Report
pPbPtSPMid120HFpv3,pPb,120,150,0.3,6,-0.8,0.8,lab,HFp,3,0,SP,Pt,kRed,20,1.4,This Report
pPbPtSPMid150HFpv3,pPb,150,185,0.3,6,-0.8,0.8,lab,HFp,3,0,SP,Pt,kRed,20,1.4,This Report
pPbPtSPMid185HFpv3,pPb,185,220,0.3,6,-0.8,0.8,lab,HFp,3,0,SP,Pt,kRed,20,1.4,This Report
pPbPtSPMid220HFpv3,pPb,220,260,0.3,6,-0.8,0.8,lab,HFp,3,0,SP,Pt,kRed,20,1.4,This Report
pPbPtSPMid260HFpv3,pPb,260,300,0.3,6,-0.8,0.8,lab,HFp,3,0,SP,Pt,kRed,20,1.4,This Report
pPbPtSPMid120HFPbv3,pPb,120,150,0.3,6,-0.8,0.8,lab,HFPb,3,0,SP,Pt,kRed,20,1.4,This Report
pPbPtSPMid150HFPbv3,pPb,150,185,0.3,6,-0.8,0.8,lab,HFPb,3,0,SP,Pt,kRed,20,1.4,This Report
pPbPtSPMid185HFPbv3,pPb,185,220,0.3,6,-0.8,0.8,lab,HFPb,3,0,SP,Pt,kRed,20,1.4,This Report
pPbPtSPMid220HFPbv3,pPb,220,260,0.3,6,-0.8,0.8,lab,HFPb,3,0,SP,Pt,kRed,20,1.4,This Report
pPbPtSPMid260HFPbv3,pPb,260,300,0.3,6,-0.8,0.8,lab,HFPb,3,0,SP,Pt,kRed,20,1.4,This Report
pPbPtSPMid120HFpPOIv3,pPb,120,150,0.3,6,-0.8,0.8,lab,HFp,3,POI,SP,Pt,kBlue,20,1.4,This Report
pPbPtSPMid150HFpPOIv3,pPb,150,185,0.3,6,-0.8,0.8,lab,HFp,3,POI,SP,Pt,kBlue,20,1.4,This Report
pPbPtSPMid185HFpPOIv3,pPb,185,220,0.3,6,-0.8,0.8,lab,HFp,3,POI,SP,Pt,kBlue,20,1.4,This Report
pPbPtSPMid220HFpPOIv3,pPb,220,260,0.3,6,-0.8,0.8,lab,HFp,3,POI,SP,Pt,kBlue,20,1.4,This Report
pPbPtSPMid260HFpPOIv3,pPb,260,300,0.3,6,-0.8,0.8,lab,HFp,3,POI,SP,Pt,kBlue,20,1.4,This Report
pPbPtSPMid120HFPbPOIv3,pPb,120,150,0.3,6,-0.8,0.8,lab,HFPb,3,POI,SP,Pt,kBlue,20,1.4,This Report
pPbPtSPMid150HFPbPOIv3,pPb,150,185,0.3,6,-0.8,0.8,lab,HFPb,3,POI,SP,Pt,kBlue,20,1.4,This Report
pPbPtSPMid185HFPbPOIv3,pPb,185,220,0.3,6,-0.8,0.8,lab,HFPb,3,POI,SP,Pt,kBlue,20,1.4,This Report
pPbPtSPMid220HFPbPOIv3,pPb,220,260,0.3,6,-0.8,0.8,lab,HFPb,3,POI,SP,Pt,kBlue,20,1.4,This Report
pPbPtSPMid260HFPbPOIv3,pPb,260,300,0.3,6,-0.8,0.8,lab,HFPb,3,POI,SP,Pt,kBlue,20,1.4,This Report
pPbPtSPpSide120HFpv3,pPb,120,150,0.3,6,-2.4,-2,cm,HFp,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPpSide150HFpv3,pPb,150,185,0.3,6,-2.4,-2,cm,HFp,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPpSide185HFpv3,pPb,185,220,0.3,6,-2.4,-2,cm,HFp,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPpSide220HFpv3,pPb,220,260,0.3,6,-2.4,-2,cm,HFp,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPpSide260HFpv3,pPb,260,300,0.3,6,-2.4,-2,cm,HFp,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPpSide120HFPbv3,pPb,120,150,0.3,6,-2.4,-2,cm,HFPb,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPpSide150HFPbv3,pPb,150,185,0.3,6,-2.4,-2,cm,HFPb,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPpSide185HFPbv3,pPb,185,220,0.3,6,-2.4,-2,cm,HFPb,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPpSide220HFPbv3,pPb,220,260,0.3,6,-2.4,-2,cm,HFPb,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPpSide260HFPbv3,pPb,260,300,0.3,6,-2.4,-2,cm,HFPb,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPPbSide120HFpv3,pPb,120,150,0.3,6,1.2,1.6,cm,HFp,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPPbSide150HFpv3,pPb,150,185,0.3,6,1.2,1.6,cm,HFp,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPPbSide185HFpv3,pPb,185,220,0.3,6,1.2,1.6,cm,HFp,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPPbSide220HFpv3,pPb,220,260,0.3,6,1.2,1.6,cm,HFp,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPPbSide260HFpv3,pPb,260,300,0.3,6,1.2,1.6,cm,HFp,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPPbSide120HFPbv3,pPb,120,150,0.3,6,1.2,1.6,cm,HFPb,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPPbSide150HFPbv3,pPb,150,185,0.3,6,1.2,1.6,cm,HFPb,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPPbSide185HFPbv3,pPb,185,220,0.3,6,1.2,1.6,cm,HFPb,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPPbSide220HFPbv3,pPb,220,260,0.3,6,1.2,1.6,cm,HFPb,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPPbSide260HFPbv3,pPb,260,300,0.3,6,1.2,1.6,cm,HFPb,3,0,SP,Pt,kRed,24,1.4,This Report
pPbPtSPpSide120HFpPOIv3,pPb,120,150,0.3,6,-2.4,-2,cm,HFp,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPpSide150HFpPOIv3,pPb,150,185,0.3,6,-2.4,-2,cm,HFp,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPpSide185HFpPOIv3,pPb,185,220,0.3,6,-2.4,-2,cm,HFp,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPpSide220HFpPOIv3,pPb,220,260,0.3,6,-2.4,-2,cm,HFp,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPpSide260HFpPOIv3,pPb,260,300,0.3,6,-2.4,-2,cm,HFp,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPpSide120HFPbPOIv3,pPb,120,150,0.3,6,-2.4,-2,cm,HFPb,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPpSide150HFPbPOIv3,pPb,150,185,0.3,6,-2.4,-2,cm,HFPb,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPpSide185HFPbPOIv3,pPb,185,220,0.3,6,-2.4,-2,cm,HFPb,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPpSide220HFPbPOIv3,pPb,220,260,0.3,6,-2.4,-2,cm,HFPb,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPpSide260HFPbPOIv3,pPb,260,300,0.3,6,-2.4,-2,cm,HFPb,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPPbSide120HFpPOIv3,pPb,120,150,0.3,6,1.2,1.6,cm,HFp,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPPbSide150HFpPOIv3,pPb,150,185,0.3,6,1.2,1.6,cm,HFp,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPPbSide185HFpPOIv3,pPb,185,220,0.3,6,1.2,1.6,cm,HFp,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPPbSide220HFpPOIv3,pPb,220,260,0.3,6,1.2,1.6,cm,HFp,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPPbSide260HFpPOIv3,pPb,260,300,0.3,6,1.2,1.6,cm,HFp,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPPbSide120HFPbPOIv3,pPb,120,150,0.3,6,1.2,1.6,cm,HFPb,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPPbSide150HFPbPOIv3,pPb,150,185,0.3,6,1.2,1.6,cm,HFPb,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPPbSide185HFPbPOIv3,pPb,185,220,0.3,6,1.2,1.6,cm,HFPb,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPPbSide220HFPbPOIv3,pPb,220,260,0.3,6,1.2,1.6,cm,HFPb,3,POI,SP,Pt,kRed,20,1.4,This Report
pPbPtSPPbSide260HFPbPOIv3,pPb,260,300,0.3,6,1.2,1.6,cm,HFPb,3,POI,SP,Pt,kRed,20,1.4,This Report
